PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,group,TotalSpending,Family Name,CabinDeck,CabinNumber,CabinSide,Related Family
2210_01,Earth,True,G/355/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Helly Hestes,False,2210,0.0,Hestes,G,355.0,S,Hestes-2210
2211_01,Earth,False,F/434/S,TRAPPIST-1e,15.0,False,0.0,2347.0,0.0,380.0,0.0,Amela Hurles,True,2211,545.4,Hurles,F,434.0,S,Hurles-2211
2212_01,Earth,False,F/445/P,TRAPPIST-1e,50.0,False,0.0,5.0,0.0,2170.0,0.0,Ebonyd Swanardy,False,2212,435.0,Swanardy,F,445.0,P,Swanardy-2212
2215_01,Europa,False,A/27/S,55 Cancri e,41.0,True,0.0,29813.0,0.0,1257.0,6.0,Pulchib Quidedbolt,True,2215,6215.2,Quidedbolt,A,27.0,S,Quidedbolt-2215
2215_02,Europa,False,A/27/S,TRAPPIST-1e,43.0,False,2.0,2229.0,33.0,6.0,198.0,Grafi Quidedbolt,True,2215,493.6,Quidedbolt,A,27.0,S,Quidedbolt-2215
2215_03,Europa,True,A/27/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Grafi Quidedbolt,True,2215,0.0,Quidedbolt,A,27.0,S,Quidedbolt-2215
2215_04,Europa,False,A/27/S,TRAPPIST-1e,36.0,False,0.0,3206.0,0.0,698.0,72.0,Ranons Ingent,False,2215,795.2,Ingent,A,27.0,S,Ingent-2215
2219_01,Earth,True,G/150/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Milda Woodwin,True,2219,0.0,Woodwin,G,150.0,S,Woodwin-2219
2220_01,Earth,False,G/357/S,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,Ralda Acobsond,True,2220,176.4,Acobsond,G,357.0,S,Acobsond-2220
2221_01,Earth,True,G/355/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Fisherry,True,2221,0.0,Fisherry,G,355.0,P,Fisherry-2221
2223_01,Earth,False,G/358/S,TRAPPIST-1e,,False,0.0,86.0,0.0,252.0,570.0,Glena Vanglis,False,2223,181.6,Vanglis,G,358.0,S,Vanglis-2223
2224_01,Earth,False,F/435/S,TRAPPIST-1e,14.0,False,0.0,600.0,0.0,204.0,0.0,Dessie Polloantes,True,2224,160.8,Polloantes,F,435.0,S,Polloantes-2224
2225_01,Earth,True,G/356/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Willey Puckley,False,2225,0.0,Puckley,G,356.0,P,Puckley-2225
2228_01,Mars,False,E/158/S,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,0.0,0.0,Basps Rasty,False,2228,234.6,Rasty,E,158.0,S,Rasty-2228
2229_01,Earth,False,F/437/S,TRAPPIST-1e,22.0,False,48.0,329.0,182.0,26.0,154.0,Ianya Norry,False,2229,147.8,Norry,F,437.0,S,Norry-2229
2231_01,Mars,False,E/159/S,TRAPPIST-1e,32.0,False,2.0,416.0,26.0,510.0,0.0,Hon Late,False,2231,190.8,Late,E,159.0,S,Late-2231
2232_01,Earth,False,F/438/S,55 Cancri e,31.0,False,0.0,14.0,671.0,1.0,3.0,Eriky Dyers,False,2232,137.8,Dyers,F,438.0,S,Dyers-2232
2232_02,Earth,False,F/438/S,TRAPPIST-1e,24.0,False,0.0,1220.0,0.0,140.0,0.0,Adrie Dyers,False,2232,272.0,Dyers,F,438.0,S,Dyers-2232
2233_01,Earth,False,G/359/P,TRAPPIST-1e,39.0,False,9.0,18.0,0.0,2.0,878.0,Nelle Alfordonard,False,2233,181.4,Alfordonard,G,359.0,P,Alfordonard-2233
2234_01,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Newtch Gen,True,2234,0.0,Gen,F,448.0,P,Gen-2234
2234_02,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Resers Gread,True,2234,0.0,Gread,F,448.0,P,Gread-2234
2234_03,Mars,False,E/134/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Apench Flité,False,2234,0.0,Flité,E,134.0,P,Flité-2234
2234_04,Mars,False,E/134/P,55 Cancri e,20.0,False,552.0,8.0,1348.0,5.0,0.0,Jet Gen,False,2234,382.6,Gen,E,134.0,P,Gen-2234
2234_05,Mars,False,D/66/P,TRAPPIST-1e,31.0,False,21.0,0.0,1031.0,0.0,0.0,Burs Flité,False,2234,210.4,Flité,D,66.0,P,Flité-2234
2234_06,Mars,True,F/448/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Shood Gen,True,2234,0.0,Gen,F,448.0,P,Gen-2234
2234_07,Mars,False,F/448/P,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,Sumpid Gread,False,2234,519.8,Gread,F,448.0,P,Gread-2234
2235_01,Earth,False,F/449/P,TRAPPIST-1e,27.0,False,203.0,539.0,0.0,0.0,0.0,Elica Tranciams,False,2235,148.4,Tranciams,F,449.0,P,Tranciams-2235
2237_01,Europa,False,C/83/S,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,Skatik Fushausive,True,2237,947.0,Fushausive,C,83.0,S,Fushausive-2237
2237_02,Europa,True,C/83/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Fushausive,True,2237,0.0,Fushausive,C,83.0,S,Fushausive-2237
2238_01,Europa,True,A/28/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Wasalm Droning,True,2238,0.0,Droning,A,28.0,S,Droning-2238
2239_01,Earth,False,F/439/S,PSO J318.5-22,26.0,False,93.0,0.0,469.0,0.0,0.0,Kencey Franchaney,True,2239,112.4,Franchaney,F,439.0,S,Franchaney-2239
2241_01,Earth,False,F/451/P,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,Jacky Jacostaffey,False,2241,503.2,Jacostaffey,F,451.0,P,Jacostaffey-2241
2243_01,Earth,False,G/362/P,TRAPPIST-1e,22.0,False,38.0,483.0,80.0,47.0,121.0,Thondy Booness,True,2243,153.8,Booness,G,362.0,P,Booness-2243
2251_01,Europa,False,A/29/S,55 Cancri e,62.0,False,320.0,1179.0,756.0,4996.0,85.0,Yilduno Hoodjuded,False,2251,1467.2,Hoodjuded,A,29.0,S,Hoodjuded-2251
2251_02,Europa,False,A/29/S,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,Zaurion Hoodjuded,False,2251,234.4,Hoodjuded,A,29.0,S,Hoodjuded-2251
2252_01,Earth,False,G/363/P,,37.0,False,0.0,1368.0,0.0,0.0,960.0,Ernard Willy,False,2252,465.6,Willy,G,363.0,P,Willy-2252
2253_01,Earth,False,G/359/S,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,Cherry Cruzaley,False,2253,182.4,Cruzaley,G,359.0,S,Cruzaley-2253
2254_01,Earth,False,F/455/P,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,Beula Mcfaddenson,False,2254,142.6,Mcfaddenson,F,455.0,P,Mcfaddenson-2254
2255_01,Europa,True,C/75/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Tabdhib Spadicage,True,2255,0.0,Spadicage,C,75.0,P,Spadicage-2255
2255_02,Europa,True,C/75/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Polah Spadicage,True,2255,0.0,Spadicage,C,75.0,P,Spadicage-2255
2256_01,Earth,True,G/360/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Aarone Batestonley,True,2256,0.0,Batestonley,G,360.0,S,Batestonley-2256
2257_01,Europa,False,C/76/P,TRAPPIST-1e,27.0,True,0.0,3341.0,0.0,80.0,654.0,Atonea Diateous,True,2257,815.0,Diateous,C,76.0,P,Diateous-2257
2257_02,Europa,True,B/66/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Nasliak Diateous,True,2257,0.0,Diateous,B,66.0,P,Diateous-2257
2258_01,Earth,True,G/364/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,All Leonzaley,True,2258,0.0,Leonzaley,G,364.0,P,Leonzaley-2258
2261_01,Earth,False,F/441/S,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,Millia Bairdford,True,2261,177.0,Bairdford,F,441.0,S,Bairdford-2261
2262_01,Earth,False,G/365/P,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,Clarry Kimpson,False,2262,134.6,Kimpson,G,365.0,P,Kimpson-2262
2263_01,Earth,False,F/456/P,TRAPPIST-1e,42.0,False,0.0,0.0,32.0,772.0,0.0,Andie Burnewman,False,2263,160.8,Burnewman,F,456.0,P,Burnewman-2263
2264_01,Earth,False,F/442/S,TRAPPIST-1e,39.0,False,0.0,0.0,13.0,0.0,868.0,Lanedy Youngrayes,True,2264,176.2,Youngrayes,F,442.0,S,Youngrayes-2264
2266_01,Mars,False,F/457/P,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,Dow Conca,False,2266,297.2,Conca,F,457.0,P,Conca-2266
2267_01,Mars,False,E/161/S,TRAPPIST-1e,43.0,False,2318.0,0.0,647.0,81.0,0.0,Gratsp Meake,True,2267,609.2,Meake,E,161.0,S,Meake-2267
2268_01,Earth,True,G/366/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Camiet Mcbriggins,False,2268,0.0,Mcbriggins,G,366.0,P,Mcbriggins-2268
2269_01,Mars,True,F/458/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Ork Blees,True,2269,0.0,Blees,F,458.0,P,Blees-2269
2270_01,Mars,False,F/459/P,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,Spuffs Fla,True,2270,286.6,Fla,F,459.0,P,Fla-2270
2272_01,Earth,False,G/367/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,True,2272,0.0,Quinnerettt,G,367.0,P,Quinnerettt-2272
2272_02,Earth,True,G/367/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,True,2272,0.0,Quinnerettt,G,367.0,P,Quinnerettt-2272
2272_03,Earth,False,G/367/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Ricard Kirks,True,2272,0.0,Kirks,G,367.0,P,Kirks-2272
2273_01,Earth,False,E/162/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,10.0,778.0,Timmy Hanner,False,2273,157.6,Hanner,E,162.0,S,Hanner-2273
2274_01,Europa,True,C/79/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Alrairk Proorbeng,True,2274,0.0,Proorbeng,C,79.0,P,Proorbeng-2274
2274_02,Europa,True,C/79/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Mino Shoeweely,True,2274,0.0,Shoeweely,C,79.0,P,Shoeweely-2274
2275_01,Mars,False,F/460/P,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,Mos Tirt,False,2275,182.2,Tirt,F,460.0,P,Tirt-2275
2277_01,Earth,False,G/362/S,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,Diandy Wallerson,False,2277,161.8,Wallerson,G,362.0,S,Wallerson-2277
2278_01,Europa,True,C/80/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Gemmam Crantiale,True,2278,0.0,Crantiale,C,80.0,P,Crantiale-2278
2279_01,Europa,False,B/91/S,55 Cancri e,47.0,False,0.0,140.0,0.0,85.0,3970.0,Axionon Pippoppere,False,2279,839.0,Pippoppere,B,91.0,S,Pippoppere-2279
2280_01,Europa,False,B/92/S,TRAPPIST-1e,18.0,False,20.0,1064.0,0.0,0.0,11643.0,Lesat Femoused,False,2280,2545.4,Femoused,B,92.0,S,Femoused-2280
2281_01,Earth,False,E/136/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Rica Hoppers,True,2281,0.0,Hoppers,E,136.0,P,Hoppers-2281
2282_01,Earth,False,F/461/P,TRAPPIST-1e,20.0,False,0.0,544.0,1.0,0.0,378.0,Ellena Burtiz,False,2282,184.6,Burtiz,F,461.0,P,Burtiz-2282
2284_01,Mars,False,F/463/P,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,Poloos Butte,False,2284,1183.2,Butte,F,463.0,P,Butte-2284
2287_01,Earth,False,F/464/P,TRAPPIST-1e,37.0,False,0.0,1.0,0.0,219.0,0.0,Shally Reyersendry,False,2287,44.0,Reyersendry,F,464.0,P,Reyersendry-2287
2288_01,Earth,False,E/163/S,TRAPPIST-1e,22.0,False,12.0,746.0,802.0,58.0,0.0,Dia Figuez,False,2288,323.6,Figuez,E,163.0,S,Figuez-2288
2289_01,Mars,False,F/465/P,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,Hary Jaff,True,2289,519.8,Jaff,F,465.0,P,Jaff-2289
2291_01,Earth,True,G/365/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Patoya Pittler,False,2291,0.0,Pittler,G,365.0,S,Pittler-2291
2291_02,Earth,False,G/365/S,TRAPPIST-1e,36.0,False,3.0,0.0,435.0,8.0,277.0,Nancey Pittler,False,2291,144.6,Pittler,G,365.0,S,Pittler-2291
2291_03,Earth,False,F/445/S,55 Cancri e,46.0,False,426.0,37.0,0.0,0.0,568.0,Melica Emenez,False,2291,206.2,Emenez,F,445.0,S,Emenez-2291
2295_01,Earth,False,F/466/P,TRAPPIST-1e,75.0,False,0.0,0.0,1224.0,0.0,1769.0,Melica Emenez,False,2295,598.6,Emenez,F,466.0,P,Emenez-2295
2295_02,Earth,False,F/466/P,TRAPPIST-1e,37.0,False,0.0,8.0,70.0,360.0,258.0,Jillie Emenez,False,2295,139.2,Emenez,F,466.0,P,Emenez-2295
2296_01,Earth,True,G/369/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Kencey Patteraley,True,2296,0.0,Patteraley,G,369.0,P,Patteraley-2296
2298_01,Earth,False,F/467/P,PSO J318.5-22,33.0,False,270.0,412.0,1.0,0.0,5.0,Thery Fredersend,False,2298,137.6,Fredersend,F,467.0,P,Fredersend-2298
2299_01,Mars,False,F/448/S,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,Wealke Ramad,False,2299,123.4,Ramad,F,448.0,S,Ramad-2299
2300_01,Europa,False,C/81/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,8195.0,Genubik Alcemblery,False,2300,1639.0,Alcemblery,C,81.0,P,Alcemblery-2300
2300_02,Europa,False,C/81/P,55 Cancri e,34.0,False,0.0,22.0,0.0,3028.0,3768.0,Arid Alcemblery,False,2300,1363.6,Alcemblery,C,81.0,P,Alcemblery-2300
2301_01,Earth,False,F/449/S,TRAPPIST-1e,23.0,False,1010.0,0.0,33.0,10.0,0.0,Colly Hodgesss,True,2301,210.6,Hodgesss,F,449.0,S,Hodgesss-2301
2301_02,Earth,False,G/367/S,55 Cancri e,37.0,False,1508.0,0.0,0.0,1.0,0.0,Weslie Hodgesss,False,2301,301.8,Hodgesss,G,367.0,S,Hodgesss-2301
2301_03,Earth,False,F/449/S,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,Marine Hodgesss,False,2301,273.6,Hodgesss,F,449.0,S,Hodgesss-2301
2302_01,Europa,False,A/18/P,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,Sterion Dedometeel,False,2302,1575.6,Dedometeel,A,18.0,P,Dedometeel-2302
2303_01,Mars,False,F/468/P,55 Cancri e,52.0,False,1377.0,0.0,32.0,22.0,0.0,Beal Chort,True,2303,286.2,Chort,F,468.0,P,Chort-2303
2306_01,Europa,False,C/82/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Batenar Colensid,True,2306,0.0,Colensid,C,82.0,P,Colensid-2306
2306_02,Europa,False,C/82/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Gomeron Colensid,True,2306,0.0,Colensid,C,82.0,P,Colensid-2306
2306_03,Europa,False,C/82/P,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,Asellum Colensid,False,2306,780.0,Colensid,C,82.0,P,Colensid-2306
2306_04,Europa,False,C/82/P,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,Izarkab Ticiontral,True,2306,2430.4,Ticiontral,C,82.0,P,Ticiontral-2306
2306_05,Europa,True,C/82/P,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Bram Colensid,True,2306,0.0,Colensid,C,82.0,P,Colensid-2306
2306_06,Europa,False,C/82/P,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,Luxons Colensid,False,2306,355.2,Colensid,C,82.0,P,Colensid-2306
2308_01,Europa,True,D/77/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Plas Pringrous,True,2308,0.0,Pringrous,D,77.0,S,Pringrous-2308
2308_02,Europa,False,D/77/S,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,Beten Pringrous,False,2308,789.4,Pringrous,D,77.0,S,Pringrous-2308
2308_03,Europa,False,D/77/S,TRAPPIST-1e,33.0,False,0.0,2012.0,1.0,9124.0,4.0,Asellum Pringrous,False,2308,2228.2,Pringrous,D,77.0,S,Pringrous-2308
2308_04,Europa,False,D/77/S,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,Polluma Pringrous,True,2308,1064.0,Pringrous,D,77.0,S,Pringrous-2308
2309_01,Earth,True,G/371/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Feryla Whitledges,False,2309,0.0,Whitledges,G,371.0,P,Whitledges-2309
2310_01,Europa,True,D/68/P,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Alaron Holiabler,True,2310,0.0,Holiabler,D,68.0,P,Holiabler-2310
2310_02,Europa,True,D/68/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Geons Holiabler,True,2310,0.0,Holiabler,D,68.0,P,Holiabler-2310
2310_03,Europa,False,D/68/P,TRAPPIST-1e,59.0,False,0.0,2210.0,0.0,4085.0,11.0,Elebara Pleele,False,2310,1261.2,Pleele,D,68.0,P,Pleele-2310
2310_04,Europa,True,D/68/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Enibah Pleele,True,2310,0.0,Pleele,D,68.0,P,Pleele-2310
2311_01,Earth,False,G/372/P,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,Elsane Cabrewsond,False,2311,182.8,Cabrewsond,G,372.0,P,Cabrewsond-2311
2312_01,Earth,True,G/369/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Billex Sykess,False,2312,0.0,Sykess,G,369.0,S,Sykess-2312
2313_01,Mars,False,F/469/P,TRAPPIST-1e,29.0,False,1365.0,0.0,791.0,210.0,0.0,Lish Kart,False,2313,473.2,Kart,F,469.0,P,Kart-2313
2314_01,Earth,True,G/370/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Troyce Folemonley,False,2314,0.0,Folemonley,G,370.0,S,Folemonley-2314
2315_01,Europa,True,B/67/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Murzima Singmage,True,2315,0.0,Singmage,B,67.0,P,Singmage-2315
2316_01,Earth,True,G/371/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Shan Blange,True,2316,0.0,Blange,G,371.0,S,Blange-2316
2317_01,Earth,False,G/372/S,TRAPPIST-1e,39.0,False,0.0,454.0,0.0,454.0,0.0,Ronia Gainebergan,False,2317,181.6,Gainebergan,G,372.0,S,Gainebergan-2317
2318_01,Earth,False,F/470/P,TRAPPIST-1e,18.0,False,128.0,37.0,626.0,0.0,5.0,Lindy Bradamss,False,2318,159.2,Bradamss,F,470.0,P,Bradamss-2318
2319_01,Earth,True,G/373/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Evendy Estron,False,2319,0.0,Estron,G,373.0,P,Estron-2319
2320_01,Earth,False,F/450/S,55 Cancri e,,False,0.0,760.0,0.0,21.0,23.0,Thel Francock,False,2320,160.8,Francock,F,450.0,S,Francock-2320
2321_01,Earth,True,G/373/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Claura Petermandez,True,2321,0.0,Petermandez,G,373.0,S,Petermandez-2321
2325_01,Earth,True,G/374/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Kimmie Hurchez,False,2325,0.0,Hurchez,G,374.0,S,Hurchez-2325
2327_01,Europa,False,B/68/P,TRAPPIST-1e,32.0,False,0.0,4106.0,388.0,892.0,2.0,Alyat Oidederval,True,2327,1077.6,Oidederval,B,68.0,P,Oidederval-2327
2329_01,Mars,True,F/472/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Heersh Burry,True,2329,0.0,Burry,F,472.0,P,Burry-2329
2332_01,Earth,False,F/453/S,TRAPPIST-1e,21.0,False,556.0,0.0,20.0,1589.0,0.0,Cellex Mccarry,False,2332,433.0,Mccarry,F,453.0,S,Mccarry-2332
2333_01,Mars,False,E/137/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Igrish Fiha,False,2333,0.0,Fiha,E,137.0,P,Fiha-2333
2336_01,Europa,True,A/30/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alhail Fulatorly,True,2336,0.0,Fulatorly,A,30.0,S,Fulatorly-2336
2336_02,Europa,False,A/30/S,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,Wezna Fulatorly,False,2336,1514.0,Fulatorly,A,30.0,S,Fulatorly-2336
2338_01,Earth,True,G/376/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Elenay Moodman,True,2338,0.0,Moodman,G,376.0,P,Moodman-2338
2338_02,Earth,False,F/474/P,TRAPPIST-1e,26.0,False,14.0,0.0,0.0,857.0,0.0,Julion Moodman,False,2338,174.2,Moodman,F,474.0,P,Moodman-2338
2339_01,Mars,False,F/475/P,TRAPPIST-1e,46.0,False,1290.0,0.0,57.0,0.0,0.0,Book Shrie,False,2339,269.4,Shrie,F,475.0,P,Shrie-2339
2340_01,Earth,False,F/454/S,PSO J318.5-22,24.0,False,0.0,0.0,648.0,0.0,0.0,Karlie Huntt,False,2340,129.6,Huntt,F,454.0,S,Huntt-2340
2341_01,Earth,False,F/455/S,TRAPPIST-1e,15.0,False,0.0,785.0,0.0,0.0,0.0,Karlie Hubbarnett,True,2341,157.0,Hubbarnett,F,455.0,S,Hubbarnett-2341
2345_01,Earth,True,G/378/S,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,Evane Brightez,False,2345,0.0,Brightez,G,378.0,S,Brightez-2345
2347_01,Earth,False,F/477/P,55 Cancri e,28.0,False,613.0,22.0,0.0,0.0,0.0,Evaley Wellierras,False,2347,127.0,Wellierras,F,477.0,P,Wellierras-2347
2347_02,Earth,True,G/377/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Janne Wellierras,True,2347,0.0,Wellierras,G,377.0,P,Wellierras-2347
2347_03,Earth,True,G/377/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Ward Wellierras,False,2347,0.0,Wellierras,G,377.0,P,Wellierras-2347
2347_04,Earth,True,G/377/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Joanry Wellierras,True,2347,0.0,Wellierras,G,377.0,P,Wellierras-2347
2347_05,Earth,True,G/377/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Wellierras,True,2347,0.0,Wellierras,G,377.0,P,Wellierras-2347
2347_06,Earth,False,G/377/P,55 Cancri e,31.0,False,1.0,0.0,2.0,605.0,0.0,Therry Wellierras,False,2347,121.6,Wellierras,G,377.0,P,Wellierras-2347
2347_07,Earth,False,G/377/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Fanna Wellierras,False,2347,0.0,Wellierras,G,377.0,P,Wellierras-2347
2348_01,Europa,False,D/78/S,55 Cancri e,44.0,True,0.0,1223.0,78.0,1418.0,1239.0,Asellux Alaring,False,2348,791.6,Alaring,D,78.0,S,Alaring-2348
2349_01,Earth,False,G/379/S,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,All Brookes,False,2349,181.4,Brookes,G,379.0,S,Brookes-2349
2353_01,Earth,False,G/380/S,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,0.0,0.0,Janney Morgerson,True,2353,1105.0,Morgerson,G,380.0,S,Morgerson-2353
2353_02,Earth,False,F/457/S,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,Lawren Morgerson,False,2353,176.0,Morgerson,F,457.0,S,Morgerson-2353
2356_01,Mars,False,D/80/S,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,Koat Peane,False,2356,172.2,Peane,D,80.0,S,Peane-2356
2356_02,Mars,True,D/80/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Alls Peane,True,2356,0.0,Peane,D,80.0,S,Peane-2356
2356_03,Mars,True,D/80/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lios Peane,True,2356,0.0,Peane,D,80.0,S,Peane-2356
2357_01,Earth,False,E/139/P,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,Vandy Whitez,False,2357,323.6,Whitez,E,139.0,P,Whitez-2357
2360_01,Earth,True,G/379/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Dorene Boyersons,True,2360,0.0,Boyersons,G,379.0,P,Boyersons-2360
2361_01,Earth,True,G/380/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Belley,False,2361,0.0,Belley,G,380.0,P,Belley-2361
2361_02,Earth,False,F/481/P,PSO J318.5-22,29.0,False,0.0,0.0,792.0,0.0,0.0,Megany Belley,True,2361,158.4,Belley,F,481.0,P,Belley-2361
2363_01,Europa,False,C/85/S,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,Castab Unregul,True,2363,2369.2,Unregul,C,85.0,S,Unregul-2363
2364_01,Earth,False,G/381/P,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,Sta Roachez,True,2364,181.4,Roachez,G,381.0,P,Roachez-2364
2365_01,Europa,True,D/71/P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Spuri Clunic,True,2365,0.0,Clunic,D,71.0,P,Clunic-2365
2366_01,Mars,True,F/482/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Almone Raste,False,2366,0.0,Raste,F,482.0,P,Raste-2366
2367_01,Earth,False,F/483/P,TRAPPIST-1e,19.0,False,0.0,0.0,1.0,644.0,0.0,Mela Brookes,False,2367,129.0,Brookes,F,483.0,P,Brookes-2367
